Sl No,Emplid,Campus ID,QUIZ 1
971,41120250702,2025B4PS0702H,0
972,41120250704,2025B4PS0704H,2
973,41120250707,2025B4PS0707H,6
974,41120250708,2025B4PS0708H,0
975,41120250712,2025B4PS0712H,0
976,41120250718,2025B4PS0718H,2
977,41120250720,2025B4PS0720H,4
978,41120250726,2025B4PS0726H,2
979,41120250727,2025B4PS0727H,2
980,41120250733,2025B4PS0733H,2
981,41120250740,2025B4PS0740H,0
982,41120250746,2025B4PS0746H,8
983,41120250749,2025B4PS0749H,0
984,41120250753,2025B4PS0753H,4
985,41120250760,2025B4PS0760H,2
986,41120250894,2025B4PS0894H,0
987,41120250937,2025B4PS0937H,6
988,41120250939,2025B4PS0939H,0
989,41120250973,2025B4PS0973H,0
990,41120251003,2025B4PS1003H,14
991,41120251118,2025B4PS1118H,4
992,41120251122,2025B4PS1122H,0
993,41120251123,2025B4PS1123H,6
994,41120251125,2025B4PS1125H,0
995,41120251129,2025B4PS1129H,0
996,41120251141,2025B4PS1141H,
997,41120251145,2025B4PS1145H,0
998,41120251150,2025B4PS1150H,2
999,41120251162,2025B4PS1162H,
1000,41120251163,2025B4PS1163H,0
1001,41120251166,2025B4PS1166H,2
1002,41120251168,2025B4PS1168H,2
1003,41120251169,2025B4PS1169H,4
1004,41120251170,2025B4PS1170H,4
1005,41120251171,2025B4PS1171H,14
1006,41120251174,2025B4PS1174H,0
1007,41120251175,2025B4PS1175H,0
1008,41120251176,2025B4PS1176H,6
1009,41120251177,2025B4PS1177H,2
1010,41120251178,2025B4PS1178H,8
1011,41120251231,2025B4PS1231H,8
1012,41120251232,2025B4PS1232H,2
1013,41120251247,2025B4PS1247H,4
1014,41120251248,2025B4PS1248H,2
1015,41120251285,2025B4PS1285H,2
1016,41120251289,2025B4PS1289H,2
1017,41120251328,2025B4PS1328H,6
1018,41120251377,2025B4PS1377H,0
1019,41120251462,2025B4PS1462H,6
1020,41120251503,2025B4PS1503H,2
1021,41120252054,2025B4PS2054H,4
1022,41120250495,2025B5PS0495H,10
1023,41120250499,2025B5PS0499H,4
1024,41120250500,2025B5PS0500H,6
1025,41120250502,2025B5PS0502H,6
1026,41120250503,2025B5PS0503H,2
1027,41120250505,2025B5PS0505H,2
1028,41120250506,2025B5PS0506H,12
1029,41120250508,2025B5PS0508H,2
1030,41120250514,2025B5PS0514H,4
1031,41120250524,2025B5PS0524H,8
1032,41120250525,2025B5PS0525H,
1033,41120250526,2025B5PS0526H,2
1034,41120250528,2025B5PS0528H,2
1035,41120250529,2025B5PS0529H,2
1036,41120250533,2025B5PS0533H,2
1037,41120250536,2025B5PS0536H,8
1038,41120250543,2025B5PS0543H,4
1039,41120250546,2025B5PS0546H,4
1040,41120250550,2025B5PS0550H,0
1041,41120250551,2025B5PS0551H,0
1042,41120250554,2025B5PS0554H,4
1043,41120250556,2025B5PS0556H,0
1044,41120250558,2025B5PS0558H,6
1045,41120250560,2025B5PS0560H,14
1046,41120250562,2025B5PS0562H,0
1047,41120250563,2025B5PS0563H,2
1048,41120250564,2025B5PS0564H,8
1049,41120250673,2025B5PS0673H,0
1050,41120250694,2025B5PS0694H,4
1051,41120250695,2025B5PS0695H,4
1052,41120250721,2025B5PS0721H,6
1053,41120250723,2025B5PS0723H,16
1054,41120250743,2025B5PS0743H,0
1055,41120250751,2025B5PS0751H,6
1056,41120250755,2025B5PS0755H,0
1057,41120250758,2025B5PS0758H,4
1058,41120251004,2025B5PS1004H,2
1059,41120251090,2025B5PS1090H,4
1060,41120251091,2025B5PS1091H,0
1061,41120251104,2025B5PS1104H,0
1062,41120251112,2025B5PS1112H,0
1063,41120251120,2025B5PS1120H,0
1064,41120251142,2025B5PS1142H,0
1065,41120251144,2025B5PS1144H,4
1066,41120251159,2025B5PS1159H,6
1067,41120251160,2025B5PS1160H,6
1068,41120251180,2025B5PS1180H,8
1069,41120251182,2025B5PS1182H,0
1070,41120251184,2025B5PS1184H,0
1071,41120251185,2025B5PS1185H,2
1072,41120251187,2025B5PS1187H,6
1073,41120251194,2025B5PS1194H,6
1074,41120251195,2025B5PS1195H,4
1075,41120251196,2025B5PS1196H,8
1076,41120251197,2025B5PS1197H,10
1077,41120251199,2025B5PS1199H,18
1078,41120251203,2025B5PS1203H,0
1079,41120251254,2025B5PS1254H,2
1080,41120251255,2025B5PS1255H,0
1081,41120251260,2025B5PS1260H,2
1082,41120251277,2025B5PS1277H,4
1083,41120251281,2025B5PS1281H,0
1084,41120251282,2025B5PS1282H,6
1085,41120251283,2025B5PS1283H,4
1086,41120251286,2025B5PS1286H,2
1087,41120251287,2025B5PS1287H,2
1088,41120251288,2025B5PS1288H,2
1089,41120251290,2025B5PS1290H,6
1090,41120251291,2025B5PS1291H,4
1091,41120251292,2025B5PS1292H,0
1092,41120251293,2025B5PS1293H,12
1093,41120251295,2025B5PS1295H,16
1094,41120251321,2025B5PS1321H,0
1095,41120251457,2025B5PS1457H,0
1096,41120251465,2025B5PS1465H,0
1097,41120251466,2025B5PS1466H,8
1098,41120251504,2025B5PS1504H,0
1099,41120251510,2025B5PS1510H,0
1100,41120251511,2025B5PS1511H,2
1101,41120251512,2025B5PS1512H,0
1102,41120251513,2025B5PS1513H,
1103,41120252010,2025B5PS2010H,
1104,41120250511,2025B7PS0511H,4
1105,41120250512,2025B7PS0512H,2
1106,41120250513,2025B7PS0513H,18
1107,41120250515,2025B7PS0515H,4
1108,41120250516,2025B7PS0516H,2
1109,41120250518,2025B7PS0518H,0
1110,41120250520,2025B7PS0520H,2
1111,41120250537,2025B7PS0537H,16
1112,41120250541,2025B7PS0541H,0
1113,41120250542,2025B7PS0542H,2
1114,41120250545,2025B7PS0545H,0
1115,41120250547,2025B7PS0547H,4
1116,41120250557,2025B7PS0557H,16
1117,41120250561,2025B7PS0561H,2
1118,41120250582,2025B7PS0582H,4
1119,41120250608,2025B7PS0608H,2
1120,41120250610,2025B7PS0610H,16
1121,41120250616,2025B7PS0616H,2
1122,41120250618,2025B7PS0618H,8
1123,41120250639,2025B7PS0639H,2
1124,41120250640,2025B7PS0640H,0
1125,41120250643,2025B7PS0643H,12
1126,41120250649,2025B7PS0649H,2
1127,41120250658,2025B7PS0658H,2
1128,41120250688,2025B7PS0688H,2
1129,41120250730,2025B7PS0730H,8
1130,41120250770,2025B7PS0770H,2
1131,41120250774,2025B7PS0774H,6
1132,41120250775,2025B7PS0775H,0
1133,41120250780,2025B7PS0780H,2
1134,41120250781,2025B7PS0781H,0
1135,41120250788,2025B7PS0788H,10
1136,41120250789,2025B7PS0789H,6
1137,41120250790,2025B7PS0790H,6
1138,41120250791,2025B7PS0791H,4
1139,41120250794,2025B7PS0794H,2
1140,41120250805,2025B7PS0805H,0
1141,41120250809,2025B7PS0809H,4
1142,41120250812,2025B7PS0812H,8
1143,41120251062,2025B7PS1062H,2
1144,41120251212,2025B7PS1212H,2
1145,41120252052,2025B7PS2052H,2
